-4.057896475972603412e+02,-3.461043559483688114e+03,-3.644401749649034173e+03,-3.644909676419977586e+03,-3.644971591412709131e+03,-3.644990161319421986e+03,-3.644995409310122795e+03,-3.644996869861811319e+03,-3.644997275536184134e+03,-3.644997388243836212e+03
-3.743764748956500625e+02,-3.493686433500166459e+03,-3.671049548505525308e+03,-3.673238631019043623e+03,-3.673310223995673823e+03,-3.673317384274761935e+03,-3.673318340326825364e+03,-3.673318482859689539e+03,-3.673318505070991705e+03,-3.673318508620154716e+03
-3.972576269409117344e+02,-3.338785257024205293e+03,-3.526891561719762194e+03,-3.534439506536123645e+03,-3.534658985710351317e+03,-3.534662921273024494e+03,-3.534661734843229624e+03,-3.534661306163629888e+03,-3.534661181828723784e+03,-3.534661147045032521e+03
-4.387135133419674276e+02,-3.352140040196636164e+03,-3.520977843085406676e+03,-3.526788256196125076e+03,-3.527574174119580221e+03,-3.527667302374804876e+03,-3.527677799585170305e+03,-3.527678985504279808e+03,-3.527679120919764955e+03,-3.527679136582527462e+03
-4.359977452820170356e+02,-3.568337443919062935e+03,-3.763446473489146229e+03,-3.764865190410514515e+03,-3.764884347376847472e+03,-3.764884913182193941e+03,-3.764884930255162544e+03,-3.764884930773205724e+03,-3.764884930788963175e+03,-3.764884930789445207e+03
-4.485590650822015277e+02,-3.404667353912728686e+03,-3.606138170010890917e+03,-3.606958808613676410e+03,-3.606991315780633613e+03,-3.606997273965208024e+03,-3.606998672819684998e+03,-3.606999027040200872e+03,-3.606999119376074304e+03,-3.606999143752982945e+03
-4.244649984169358277e+02,-3.344596696748211343e+03,-3.538503337765222113e+03,-3.539958526833027463e+03,-3.540012713928111680e+03,-3.540015124434951304e+03,-3.540015958089415562e+03,-3.540016289179079649e+03,-3.540016399238427766e+03,-3.540016432911148968e+03
-4.040584280857269732e+02,-3.391221058994950909e+03,-3.591952791130007427e+03,-3.594308971747441319e+03,-3.594363453199010110e+03,-3.594365074276515770e+03,-3.594365125869915573e+03,-3.594365127623136686e+03,-3.594365127683275659e+03,-3.594365127685326570e+03
-4.420566217205815747e+02,-3.407988485210309591e+03,-3.594017086105092403e+03,-3.604653333292301340e+03,-3.607039055069273672e+03,-3.607372246800915036e+03,-3.607411083741936181e+03,-3.607415584000239960e+03,-3.607416116200216493e+03,-3.607416180967970831e+03
-4.039053295968788575e+02,-3.457207815772113008e+03,-3.648530431116528234e+03,-3.651130837081537265e+03,-3.651351565015968845e+03,-3.651380194655089326e+03,-3.651384705752398986e+03,-3.651385639332134815e+03,-3.651385881162908845e+03,-3.651385951848883451e+03
